# Spektrum Energieachse 
#  Energie [eV], Intensity [a.u.]
1.780000000000000027e+00	6.345517802276444408e-02
1.780100000000000016e+00	1.139083052512329247e-01
1.780200000000000005e+00	1.643614324797014192e-01
1.780299999999999994e+00	1.932302617994623717e-01
1.780399999999999983e+00	1.706678022567936215e-01
1.780499999999999972e+00	1.481053427141248435e-01
1.780599999999999961e+00	1.255428831714560656e-01
1.780699999999999950e+00	1.162300506529927446e-01
1.780799999999999939e+00	1.337912216584433434e-01
1.780899999999999928e+00	1.513523926638939421e-01
1.780999999999999917e+00	1.689135636693445408e-01
1.781099999999999905e+00	1.834779315828205803e-01
1.781199999999999894e+00	1.928195879213585873e-01
1.781299999999999883e+00	2.021612442598965942e-01
1.781399999999999872e+00	2.115029005984346011e-01
1.781499999999999861e+00	2.013411242514663302e-01
1.781599999999999850e+00	1.615811582016251080e-01
1.781699999999999839e+00	1.218211921517838858e-01
1.781799999999999828e+00	8.206122610194266365e-02
1.781899999999999817e+00	5.497229341424907795e-02
1.781999999999999806e+00	4.492094096853056773e-02
1.782099999999999795e+00	3.486958852281205057e-02
1.782199999999999784e+00	2.481823607709354035e-02
1.782299999999999773e+00	2.043767811929056433e-02
1.782399999999999762e+00	2.283368553973019743e-02
1.782499999999999751e+00	2.522969296016983054e-02
1.782599999999999740e+00	2.762570038060946365e-02
1.782699999999999729e+00	6.598171460306376246e-02
1.782799999999999718e+00	1.430849624135464571e-01
1.782899999999999707e+00	2.201882102240291794e-01
1.782999999999999696e+00	2.972914580345119018e-01
1.783099999999999685e+00	2.998695193584933194e-01
1.783199999999999674e+00	2.299440283370172144e-01
1.783299999999999663e+00	1.600185373155411372e-01
1.783399999999999652e+00	9.009304629406506004e-02
1.783499999999999641e+00	6.344364019813747424e-02
1.783599999999999630e+00	7.531120887107654871e-02
1.783699999999999619e+00	8.717877754401562318e-02
1.783799999999999608e+00	9.904634621695471153e-02
1.783899999999999597e+00	1.069298249209132551e-01
1.783999999999999586e+00	1.115677182690084368e-01
1.784099999999999575e+00	1.162056116171036324e-01
1.784199999999999564e+00	1.208435049651988280e-01
1.784299999999999553e+00	1.268692728709181483e-01
1.784399999999999542e+00	1.339431404422830318e-01
1.784499999999999531e+00	1.410170080136479154e-01
1.784599999999999520e+00	1.480908755850127989e-01
1.784699999999999509e+00	1.455658404437149556e-01
1.784799999999999498e+00	1.362769202325553319e-01
1.784899999999999487e+00	1.269880000213957083e-01
1.784999999999999476e+00	1.176990798102360986e-01
1.785099999999999465e+00	1.093258795416089668e-01
1.785199999999999454e+00	1.015548557859854706e-01
1.785299999999999443e+00	9.378383203036198823e-02
1.785399999999999432e+00	8.601280827473849200e-02
1.785499999999999421e+00	7.738054696963679591e-02
1.785599999999999410e+00	6.821280058243628375e-02
1.785699999999999399e+00	5.904505419523577159e-02
1.785799999999999388e+00	4.987730780803525249e-02
1.785899999999999377e+00	4.650323818505199686e-02
1.785999999999999366e+00	4.655869861179544322e-02
1.786099999999999355e+00	4.661415903853888265e-02
1.786199999999999344e+00	4.666961946528232208e-02
1.786299999999999333e+00	5.958864774499736394e-02
1.786399999999999322e+00	7.980864010557359167e-02
1.786499999999999311e+00	1.000286324661498194e-01
1.786599999999999300e+00	1.202486248267260333e-01
1.786699999999999289e+00	1.465120424402308053e-01
1.786799999999999278e+00	1.760661003098757116e-01
